mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules,notes,annualTowerVst
2950,BART_060,BART,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
3379,BART_061,BART,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
307,BART_062,BART,deciduousForest,distributed,basePlot,all|div,,NA
307,BART_062,BART,deciduousForest,distributed,mammalGrid,mam,,NA
313,BART_063,BART,mixedForest,distributed,tickPlot,,,NA
359,BART_064,BART,deciduousForest,distributed,basePlot,,,NA
406,BART_065,BART,deciduousForest,distributed,basePlot,,,NA
435,BART_066,BART,mixedForest,distributed,basePlot,all|bet|div,,NA
487,BART_067,BART,mixedForest,distributed,basePlot,,,NA
499,BART_068,BART,mixedForest,distributed,basePlot,all|bet|div,,NA
21671,BART_069,BART,evergreenForest,distributed,basePlot,,,NA
203,BART_070,BART,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
843,BART_071,BART,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
5515,BART_072,BART,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
5707,BART_073,BART,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
20235,BART_074,BART,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
35719,BART_075,BART,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
739,BART_079,BART,deciduousForest,distributed,basePlot,all|bet|div,,NA
931,BART_080,BART,deciduousForest,distributed,basePlot,all|bet|div,,NA
1450,BART_081,BART,mixedForest,distributed,basePlot,all|bet|div,,NA
391,BART_082,BART,evergreenForest,distributed,birdGrid,brd,,NA
461,BART_083,BART,evergreenForest,distributed,birdGrid,,,NA
3927,BART_084,BART,evergreenForest,distributed,mammalGrid,mam,,NA
41779,BART_085,BART,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
42587,BART_086,BART,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
5451,BART_087,BART,,tower,phenology,phe,,NA
0,BONA_001,BONA,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
3,BONA_002,BONA,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
3,BONA_002,BONA,deciduousForest,distributed,mammalGrid,mam,,NA
3,BONA_002,BONA,deciduousForest,distributed,birdGrid,brd,,NA
3,BONA_002,BONA,deciduousForest,distributed,tickPlot,tck,,NA
40,BONA_003,BONA,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
40,BONA_003,BONA,evergreenForest,distributed,birdGrid,brd,,NA
51,BONA_004,BONA,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
51,BONA_004,BONA,evergreenForest,distributed,mammalGrid,mam,,NA
51,BONA_004,BONA,evergreenForest,distributed,birdGrid,brd,,NA
51,BONA_004,BONA,evergreenForest,distributed,tickPlot,tck,,NA
83,BONA_005,BONA,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
83,BONA_005,BONA,deciduousForest,distributed,birdGrid,brd,,NA
115,BONA_006,BONA,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
115,BONA_006,BONA,evergreenForest,distributed,birdGrid,brd,,NA
120,BONA_007,BONA,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
120,BONA_007,BONA,deciduousForest,distributed,birdGrid,brd,,NA
122,BONA_008,BONA,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
122,BONA_008,BONA,deciduousForest,distributed,birdGrid,brd,,NA
131,BONA_009,BONA,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
137,BONA_010,BONA,woodyWetlands,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
139,BONA_011,BONA,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
154,BONA_012,BONA,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
154,BONA_012,BONA,deciduousForest,distributed,birdGrid,,,NA
154,BONA_012,BONA,deciduousForest,distributed,tickPlot,tck,,NA
163,BONA_013,BONA,mixedForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
163,BONA_013,BONA,mixedForest,distributed,birdGrid,brd,,NA
163,BONA_013,BONA,mixedForest,distributed,tickPlot,tck,,NA
208,BONA_014,BONA,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
208,BONA_014,BONA,deciduousForest,distributed,mammalGrid,mam,,NA
208,BONA_014,BONA,deciduousForest,distributed,birdGrid,,,NA
224,BONA_015,BONA,deciduousForest,distributed,basePlot,all|bet|div,,NA
232,BONA_016,BONA,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
232,BONA_016,BONA,evergreenForest,distributed,birdGrid,,,NA
250,BONA_017,BONA,deciduousForest,distributed,basePlot,all|div,,NA
267,BONA_018,BONA,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
296,BONA_019,BONA,evergreenForest,distributed,basePlot,all|div,,NA
307,BONA_020,BONA,evergreenForest,distributed,basePlot,all|div,,NA
307,BONA_020,BONA,evergreenForest,distributed,mammalGrid,mam,,NA
307,BONA_020,BONA,evergreenForest,distributed,tickPlot,tck,,NA
393,BONA_021,BONA,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
393,BONA_021,BONA,shrubScrub,distributed,birdGrid,,,NA
473,BONA_022,BONA,woodyWetlands,distributed,birdGrid,brd,,NA
473,BONA_022,BONA,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
576,BONA_023,BONA,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
576,BONA_023,BONA,shrubScrub,distributed,birdGrid,brd,,NA
576,BONA_023,BONA,shrubScrub,distributed,mammalGrid,mam,,NA
643,BONA_024,BONA,shrubScrub,distributed,basePlot,all|div,,NA
649,BONA_025,BONA,shrubScrub,distributed,basePlot,all|div,,NA
800,BONA_026,BONA,mixedForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
851,BONA_027,BONA,mixedForest,distributed,basePlot,all|div,,NA
1232,BONA_028,BONA,mixedForest,distributed,basePlot,all|div,,NA
1232,BONA_028,BONA,mixedForest,distributed,mammalGrid,,,NA
1305,BONA_029,BONA,woodyWetlands,distributed,basePlot,all|div,,NA
1305,BONA_029,BONA,woodyWetlands,distributed,mammalGrid,,,NA
1920,BONA_030,BONA,woodyWetlands,distributed,basePlot,all|div,,NA
272,BONA_031,BONA,deciduousForest,distributed,birdGrid,,,NA
627,BONA_032,BONA,evergreenForest,distributed,birdGrid,,,NA
282,BONA_033,BONA,deciduousForest,distributed,mammalGrid,mam,,NA
512,BONA_034,BONA,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
1344,BONA_035,BONA,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
1715,BONA_036,BONA,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
2368,BONA_037,BONA,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
3968,BONA_038,BONA,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
3979,BONA_039,BONA,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
4736,BONA_040,BONA,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
5216,BONA_041,BONA,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
7129,BONA_042,BONA,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
64794,BONA_043,BONA,mixedForest,distributed,mosquitoPoint,mos|mpt,,NA
567,BONA_044,BONA,shrubScrub,distributed,tickPlot,tck,,NA
93,HEAL_004,HEAL,shrubScrub,distributed,birdGrid,brd,,NA
93,HEAL_004,HEAL,shrubScrub,distributed,tickPlot,tck,,NA
117,HEAL_005,HEAL,shrubScrub,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
117,HEAL_005,HEAL,shrubScrub,distributed,birdGrid,brd,,NA
125,HEAL_006,HEAL,dwarfScrub,distributed,birdGrid,,,NA
125,HEAL_006,HEAL,dwarfScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
145,HEAL_007,HEAL,dwarfScrub,distributed,birdGrid,,,NA
145,HEAL_007,HEAL,dwarfScrub,distributed,basePlot,all|div,,NA
161,HEAL_008,HEAL,dwarfScrub,distributed,birdGrid,,,NA
161,HEAL_008,HEAL,dwarfScrub,distributed,basePlot,all|div,,NA
169,HEAL_009,HEAL,dwarfScrub,distributed,basePlot,all|div,,NA
177,HEAL_010,HEAL,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
177,HEAL_010,HEAL,shrubScrub,distributed,birdGrid,brd,,NA
177,HEAL_010,HEAL,shrubScrub,distributed,mammalGrid,mam,,NA
177,HEAL_010,HEAL,shrubScrub,distributed,tickPlot,tck,,NA
28825,BONA_085,BONA,,tower,basePlot,,,
209,HEAL_011,HEAL,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
209,HEAL_011,HEAL,shrubScrub,distributed,birdGrid,brd,,NA
209,HEAL_011,HEAL,shrubScrub,distributed,tickPlot,tck,,NA
221,HEAL_012,HEAL,dwarfScrub,distributed,basePlot,all|div,,NA
233,HEAL_013,HEAL,dwarfScrub,distributed,basePlot,all|div,,NA
40601,BONA_090,BONA,,tower,phenology,phe,,NA
125081,BONA_091,BONA,,tower,phenology,,,NA
162201,BONA_092,BONA,,tower,phenology,phe,,NA
241,HEAL_014,HEAL,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
4992,BONA_094,BONA,mixedForest,distributed,mammalGrid,mam,,NA
4688,CLBJ_001,CLBJ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
8384,CLBJ_002,CLBJ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
12480,CLBJ_003,CLBJ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst,,Y
21072,CLBJ_004,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
24768,CLBJ_005,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
37456,CLBJ_006,CLBJ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,,Y
40784,CLBJ_007,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
44880,CLBJ_008,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
45248,CLBJ_009,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
45648,CLBJ_010,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
48976,CLBJ_011,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
49344,CLBJ_012,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
53840,CLBJ_013,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
56512,CLBJ_014,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
57168,CLBJ_015,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
57536,CLBJ_016,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
61632,CLBJ_017,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
64704,CLBJ_018,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
68432,CLBJ_019,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
73296,CLBJ_020,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
73552,CLBJ_021,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
81088,CLBJ_022,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
86608,CLBJ_023,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
89680,CLBJ_024,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
89936,CLBJ_025,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
90304,CLBJ_026,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
94032,CLBJ_027,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
98496,CLBJ_028,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
98896,CLBJ_029,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
102992,CLBJ_030,CLBJ,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
160,CLBJ_031,CLBJ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
160,CLBJ_031,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd,,NA
240,CLBJ_032,CLBJ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
240,CLBJ_032,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck,,NA
288,CLBJ_033,CLBJ,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
288,CLBJ_033,CLBJ,deciduousForest,distributed,mammalGrid,mam,,NA
288,CLBJ_033,CLBJ,deciduousForest,distributed,tickPlot,tck,,NA
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd,,NA
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
328,CLBJ_034,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck,,NA
584,CLBJ_035,CLBJ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd,,NA
608,CLBJ_036,CLBJ,grasslandHerbaceous,distributed,tickPlot,tck,,NA
696,CLBJ_037,CLBJ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
696,CLBJ_037,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
752,CLBJ_038,CLBJ,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
752,CLBJ_038,CLBJ,deciduousForest,distributed,birdGrid,brd,,NA
952,CLBJ_039,CLBJ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
952,CLBJ_039,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
987,CLBJ_040,CLBJ,deciduousForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
987,CLBJ_040,CLBJ,deciduousForest,distributed,mammalGrid,mam,,NA
987,CLBJ_040,CLBJ,deciduousForest,distributed,tickPlot,tck,,NA
1035,CLBJ_041,CLBJ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1035,CLBJ_041,CLBJ,grasslandHerbaceous,distributed,mammalGrid,mam,,NA
1184,CLBJ_042,CLBJ,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
1184,CLBJ_042,CLBJ,deciduousForest,distributed,mammalGrid,mam,,NA
1264,CLBJ_043,CLBJ,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
1264,CLBJ_043,CLBJ,deciduousForest,distributed,tickPlot,tck,,NA
1451,CLBJ_044,CLBJ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1472,CLBJ_045,CLBJ,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1520,CLBJ_046,CLBJ,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1568,CLBJ_047,CLBJ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1872,CLBJ_048,CLBJ,grasslandHerbaceous,distributed,basePlot,all|div,,NA
1899,CLBJ_049,CLBJ,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1947,CLBJ_050,CLBJ,grasslandHerbaceous,distributed,basePlot,all|div,,NA
2208,CLBJ_051,CLBJ,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2272,CLBJ_052,CLBJ,deciduousForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
2667,CLBJ_053,CLBJ,deciduousForest,distributed,basePlot,all|div,,NA
2352,CLBJ_054,CLBJ,deciduousForest,distributed,basePlot,all|div,,NA
2376,CLBJ_055,CLBJ,grasslandHerbaceous,distributed,basePlot,all|div,,NA
2427,CLBJ_056,CLBJ,deciduousForest,distributed,basePlot,all|div,,NA
2459,CLBJ_057,CLBJ,deciduousForest,distributed,basePlot,all|div,,NA
2459,CLBJ_057,CLBJ,deciduousForest,distributed,mammalGrid,mam,,NA
2512,CLBJ_058,CLBJ,deciduousForest,distributed,basePlot,all|div,,NA
3483,CLBJ_059,CLBJ,grasslandHerbaceous,distributed,basePlot,all|div,,NA
3739,CLBJ_060,CLBJ,grasslandHerbaceous,distributed,basePlot,all|div,,NA
27,CLBJ_061,CLBJ,deciduousForest,distributed,birdGrid,brd,,NA
480,CLBJ_062,CLBJ,deciduousForest,distributed,birdGrid,brd,,NA
680,CLBJ_063,CLBJ,deciduousForest,distributed,birdGrid,brd,,NA
875,CLBJ_064,CLBJ,deciduousForest,distributed,birdGrid,brd,,NA
1328,CLBJ_065,CLBJ,grasslandHerbaceous,distributed,birdGrid,brd,,NA
1976,CLBJ_066,CLBJ,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
2128,CLBJ_067,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
2224,CLBJ_068,CLBJ,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
3867,CLBJ_069,CLBJ,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
4459,CLBJ_070,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
5816,CLBJ_071,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
6059,CLBJ_072,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
6560,CLBJ_073,CLBJ,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
6880,CLBJ_074,CLBJ,deciduousForest,distributed,mosquitoPoint,mos|mpt,,NA
7840,CLBJ_075,CLBJ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt,,NA
401232,CLBJ_076,CLBJ,,tower,phenology,phe,,NA
1032384,CLBJ_077,CLBJ,,tower,phenology,phe,,NA
4,DEJU_001,DEJU,shrubScrub,distributed,mammalGrid,mam,,NA
4,DEJU_001,DEJU,shrubScrub,distributed,tickPlot,tck,,NA
4,DEJU_001,DEJU,shrubScrub,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
16,DEJU_002,DEJU,shrubScrub,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
24,DEJU_003,DEJU,shrubScrub,distributed,mammalGrid,mam,,NA
24,DEJU_003,DEJU,shrubScrub,distributed,tickPlot,tck,,NA
24,DEJU_003,DEJU,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
24,DEJU_003,DEJU,shrubScrub,distributed,birdGrid,brd,,NA
40,DEJU_004,DEJU,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
40,DEJU_004,DEJU,shrubScrub,distributed,birdGrid,brd,,NA
52,DEJU_005,DEJU,shrubScrub,distributed,mammalGrid,mam,,NA
52,DEJU_005,DEJU,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
52,DEJU_005,DEJU,shrubScrub,distributed,birdGrid,brd,,NA
89,DEJU_006,DEJU,evergreenForest,distributed,birdGrid,brd,,NA
89,DEJU_006,DEJU,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
89,DEJU_006,DEJU,evergreenForest,distributed,mammalGrid,mam,,NA
101,DEJU_007,DEJU,shrubScrub,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
101,DEJU_007,DEJU,shrubScrub,distributed,birdGrid,brd,,NA
132,DEJU_008,DEJU,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
149,DEJU_009,DEJU,evergreenForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
149,DEJU_009,DEJU,evergreenForest,distributed,tickPlot,tck,,NA
152,DEJU_010,DEJU,shrubScrub,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
164,DEJU_011,DEJU,shrubScrub,distributed,basePlot,all|div,,NA
168,DEJU_012,DEJU,shrubScrub,distributed,basePlot,all|div,,NA
213,DEJU_013,DEJU,shrubScrub,distributed,basePlot,,,NA
345,DEJU_014,DEJU,evergreenForest,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
345,DEJU_014,DEJU,evergreenForest,distributed,mammalGrid,mam,,NA
345,DEJU_014,DEJU,evergreenForest,distributed,tickPlot,tck,,NA
356,DEJU_015,DEJU,woodyWetlands,distributed,tickPlot,tck,,NA
356,DEJU_015,DEJU,woodyWetlands,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst,,NA
421,DEJU_016,DEJU,evergreenForest,distributed,birdGrid,brd,,NA
421,DEJU_016,DEJU,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
532,DEJU_017,DEJU,evergreenForest,distributed,birdGrid,brd,,NA
532,DEJU_017,DEJU,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
532,DEJU_017,DEJU,evergreenForest,distributed,mammalGrid,mam,,NA
533,DEJU_018,DEJU,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
564,DEJU_019,DEJU,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
564,DEJU_019,DEJU,evergreenForest,distributed,birdGrid,brd,,NA
725,DEJU_020,DEJU,woodyWetlands,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
741,DEJU_021,DEJU,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
784,DEJU_022,DEJU,woodyWetlands,distributed,basePlot,all|div,,NA
784,DEJU_022,DEJU,woodyWetlands,distributed,birdGrid,brd,,NA
904,DEJU_023,DEJU,evergreenForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst,,NA
916,DEJU_024,DEJU,evergreenForest,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst,,NA
1076,DEJU_025,DEJU,evergreenForest,distributed,basePlot,all|div,,NA
1189,DEJU_026,DEJU,woodyWetlands,distributed,basePlot,all|div,,NA
1284,DEJU_027,DEJU,evergreenForest,distributed,basePlot,all|div,,NA
2341,DEJU_028,DEJU,woodyWetlands,distributed,basePlot,all|div,,NA
2402,DEJU_029,DEJU,woodyWetlands,distributed,basePlot,all|div,,NA
2405,DEJU_030,DEJU,woodyWetlands,distributed,basePlot,all|div,,NA
1252,DEJU_031,DEJU,woodyWetlands,distributed,birdGrid,,,NA
1685,DEJU_032,DEJU,evergreenForest,distributed,birdGrid,brd,,NA
357,DEJU_033,DEJU,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
1176,DEJU_034,DEJU,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
1688,DEJU_035,DEJU,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
2040,DEJU_036,DEJU,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
2296,DEJU_037,DEJU,shrubScrub,distributed,mosquitoPoint,mos|mpt,,NA
2725,DEJU_038,DEJU,woodyWetlands,distributed,mosquitoPoint,,,NA
2901,DEJU_039,DEJU,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
3428,DEJU_040,DEJU,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
4036,DEJU_041,DEJU,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
4821,DEJU_042,DEJU,woodyWetlands,distributed,mosquitoPoint,mos|mpt,,NA
6036,DEJU_043,DEJU,evergreenForest,distributed,mosquitoPoint,mos|mpt,,NA
82,DEJU_044,DEJU,evergreenForest,distributed,tickPlot,tck,,NA
241,HEAL_014,HEAL,shrubScrub,distributed,birdGrid,brd,,NA
241,HEAL_014,HEAL,shrubScrub,distributed,mammalGrid,mam,,NA
3942,UNDE_045,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,Y
5030,UNDE_047,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
5990,UNDE_048,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
6054,UNDE_049,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
6502,UNDE_050,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
15206,UNDE_052,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
29542,UNDE_054,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
41382,UNDE_055,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
83558,UNDE_056,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
109414,UNDE_057,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|ltr|vst,,
119654,UNDE_058,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
175014,UNDE_059,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
186278,UNDE_060,UNDE,,tower,basePlot,all|bbc|cdw|cfc|dhp|hbp|vst,,
